movie_title,movie_user_review_link,movie_user_review_rating,movie_user_review_txt
Pacific Rim,https://www.imdb.com//review/rw2829525/,0,"As far as summer blockbusters go, 'Pacific Rim' has probably the most unabashedly uncomplicated premise - giant robots versus giant monsters. How much you enjoy Guillermo del Toro's robot-monster smackdown ultimately depends on whether you expect the movie to be any more than that. If you did, then you're probably going to walk away disappointed at how simplistic this apocalyptic spectacle will turn out to be; but if you're satisfied simply with watching huge-ass monsters and robots go up against each other, then you will enjoy every bit of this epic (and yes we do mean it literally).Indeed, the draw of del Toro's monster of a movie has always been to witness the monumental series of battles between massive lizard-like monsters (referred to in the movie by the Japanese word 'Kaiju' as a tribute to the science fiction films from the country which featured such giant beasts, e.g. Godzilla) and 25-story high robots (known as Jaegers, or 'hunters' in German) operated by humans. And in this regard, let us assure you that nothing in your expectation will prepare you for what del Toro has managed to accomplish on screen - not even comparing it to a 'Godzilla' meets 'Transformers' movie does it any justice.Let's start with the basics. First and foremost, the action is shot cleanly, meaning none of them shaky-cams nor extreme close-ups that diminish the scale on which it is unfolding. It is also coherent - thanks to some impressive work from del Toro regular Guillermo Navarro as cinematographer and John Gilroy and Peter Amundson as editors - rather than just a mashup of scenes that don't flow well into one another. We'll add one more before we start gushing - it is also beautifully choreographed, with just the right mix of medium and wide shots to place you right into the heart of the action.If that description above seems too clinical, then how about this - these setpieces are superb; in fact, they are worthy of every superlative that you can think of. Working on a gargantuan scale, del Toro executes the action with magnificence, whether the fleeting shots of the destruction of the Golden Gate Bridge at the beginning or the more detailed sequences in the middle and at the end - in particular, a simply jaw-dropping one begins at sea just off the waters of Hong Kong and then continues seamlessly inland where both the port and the very city centre gets decimated by two Jaegers battling two Category 4 Kaijus.It isn't just about how colossal it gets; it is also the sheer mesmerising quality of the images, starting from the amazing level of detail of the Jaegers and the Kaijus. Even though it seems to be raining a little too conveniently every time one of these battles happens out at sea, there's no denying just how real and majestic each of them feels. On the other hand, the cityscapes are arresting in their neon hues, and the combination of the futuristic look with which del Toro paints these familiar cities with the bioluminescent appendages and venom of the Kaijus make for a particularly appealing visual palette.Now that we've finished with the savoury bits, it is only fair that we get to the (ahem) less than wieldy parts, which is in actual fact just about everything else we have yet to talk about. At first, the science- fiction mythology sounds rather intriguing - instead of coming from the skies, the threat to our planet came from a rift deep within the Pacific Ocean, a portal through which the Kaijus emerged and necessitated an equally massive response in the form of the Jaegers. Ditto the functioning of the Jaegers, which given their size, have to be operated by two pilots who sync up their minds via the neural handshake, otherwise known as the ""drift"".But del Toro and his fellow screenwriter Travis Beacham (who is also credited with this original story) uses these elements too mechanically. The rift is no more than an excuse for an underwater climax where the Jaegers aim to close the portal from which the Kaijus emerged, a resolution not quite different from that in 'The Avengers'. More significantly, the melding of minds isn't quite exploited for enough dramatic possibility, particularly given its significance in enabling our two lead pilots, Raleigh Becket (Charlie Hunnam) and Mori (Rinko Kikuchi) to bond so seamlessly with each other.Equally clunky is the characterisation, which has as much poignancy as a piece of metal. Raleigh's scarred Jaeger pilot, still reeling at first from the death of his brother Yancy (Diego Klattenhoff), heals too quickly for us to make much of an emotional connection. Mori's own traumatic near-death experience as a child that continues to haunt her also rings hollow and is equally quickly forgotten. Idris Elba plays his Jaeger commander Stacker Pentecost in suitably macho fashion, but is largely one-note and engineered simply to deliver the rallying cries at suitable intervals - like the oft-heard ""Today, we are cancelling the apocalypse"" in the trailers.No thanks to the plotting and character issues, the pacing of the movie sags considerably after a prolonged prologue establishing the necessary backstory of the robots-versus-monsters war and Raleigh's own past. It only picks up at the halfway mark when the deep-sea monsters finally clash again with their mechanical counterparts, which will either be stimulating enough (if you're an adolescent fanboy) to make you wet your pants or leave you numb. Our opinion? It is del Toro's most ambitious, most imaginative and probably most groundbreaking movie ever, but we wish there were more of the warmth and character that have defined some of his best work."
War for the Planet of the Apes,https://www.imdb.com//review/rw3798035/,10,"After seeing WAR for the first time, I left the theater not knowing how I felt about it. I had seen the film opening day being a huge fan of the rebooted trilogy and in love with the main characters in the previous two films. Because I was so connected with the characters in this film, the movie was not very enjoyable. I couldn't sit still, I didn't take a bite of my popcorn, I only breathed a good two times throughout its run time, and the moment the end credits rolled I felt exhausted. I went home and pondered over how I felt about the movie and even when I came to a conclusion I was unsure.That may have sounded harsh and you're now wondering why I would ever give this movie a 10, but I rated this movie a perfect because it really was a perfect film, ending, and trilogy. I got to wondering why the movie was so emotionally draining and I realized that this was the director, Matt Reeves', goal. I was so invested into the characters, (that are not even the same species as me,) that I couldn't bear to watch the torture some of them went through. I loved the characters so much that I wanted to scream at the thought of losing one of them by the end. The way we've seen these apes evolve throughout 3 films is exciting. The actors and directors do an amazing job at making certain apes lovable, some that we don't even know their names, the more obvious ones being Ceaser, Maurice, and (my personal favorite) Rocket.Woody Harrelson sells his character for what is given, even though there isn't much to work with. I understand where they were trying to go with his character, however he was used in a more story driven way then a powerful presence as a villain, which I'm totally fine with. He had a very Hitler-esque way about him which was creepy and very surprising. The title, War for the Planet of the Apes, is not necessarily referring to the War which was taking place subtly, however the inner conflict happening within Ceaser's mind, which unlike other people, I adored. The new characters added into this film were risky, yet they really worked. Unlike some of the characters we've had since RISE, Nova and Bad Ape are introduced into this final installment. Not having enough time to introduce both of these characters, Reeves manages to get the audience to care for them both, which is pure art. Everyone knows the visuals are superb and unlike anything we've ever seen so I won't elaborate on it more than that. (They're great.)Michael Giacchino's score is wonderful and my personal favorite of his. He brings a jungle feel and mixes it with soft piano lullaby's that intrigues the audience just as much as the visuals. The film really tricks you into believing a certain character will finally have a change of heart. However, they rip your heart out with one of the most shocking scenes I have ever witnessed, which is a tragic yet remarkable piece of work. Those of you who have seen it know what I'm talking about.The ending is perfectly executed, yet leaves you in a mourning state. In respect, I stayed through the end of the credits in mourning for one of the greatest characters in film history. Andy Serkis has proved once again that he is the best actor in the game. Though I loved this movie, there was one major thing that I was disappointed with.(SPOILER) After watching DAWN, I was most excited to see more of Ceaser's son, Blue Eyes. I understand losing him drove the story forward, however I was really disappointed we didn't get to see his character grow. All in all, WAR FOR THE PLANET OF THE APES is a remarkable film. It is a great end to a trilogy and one of my favorite films of all time. The team behind this movie nailed every minute of it. Give the movie a chance and see it again. Because I believe it is a masterpiece. Apes Together Strong. Thanks for reading....-O"
Galaxy Quest,https://www.imdb.com//review/rw0607035/,9,"There are very few comedies out there that manage to get laughs from all of the jokes; ""Galaxy Quest"" is one of the few films that pretty much gets them all.As corny as it sounds, the film is practically perfect in its execution. It parodies a genre that had been screaming for it for decades. It's funny from start to finish and even manages to have a heart while on the way.When the film was first released in theatres, I didn't have any desire to see it. I don't think the advertising was right for the film. I am a huge ""Star Trek"" fan and I found the advertising made the picture look stupid with juvenile humor. A co-worker insisted I see it, saying if I didn't I would regret it for the rest of my life.Luckily I didn't ignore him, because he would have been right!There are a lot of reviews for this film here, most of them positive. I am quite glad to see that I am not alone in my praise for this film.Most certainly it's not ""Citizen Kane"" by any means, but for what it is and what it is trying to do, it succeeds in every aspect. The screenplay is technically brilliant (in terms of structure, characterization, and wit!). ILM does a terrific job in the visual effects department (as they most often do), and David Newman's score not only parodies but also develops into a heartwarming action score (a paradox? I think not!).""Galaxy Quest"" - If you haven't seen it yet and you love ""Star Trek,"" I only have to ask.....""what ARE you.....waiting for?"""
Face/Off,https://www.imdb.com//review/rw0415103/,0,"This one has a tough job of convincing the audience that the main characters, Travolta and Cage, could swap faces via plastic surgery and still be convincing as one another. It works! Woo has a certain style down-the long flowing robes, slow mo shootouts, orchestral hype in the background, furious shoot outs, explosions, etc.  Essentially a more stylish Bruckheimer movie if ya think about it.I have always liked the Bald guy and Gina Gershon here the most from the supporting cast, and enjoyed the way both the leads got to 'understand' the others' family, way of life, friends, etc.  You have to like how Castor gets Travolta's girl to learn knife fighting, for example, or seeing the camaraderie of Cage's group. Good shootouts and action, sometimes the conceits here are quite far flung, but you can live with that as an audience. I sure did, and so give this...*** outta ****, it's quite good"
V for Vendetta,https://www.imdb.com//review/rw1311710/,10,"I saw this movie yes today here in Denmark, and i didn't know what to  expect, because i haven't heard of the V or read the Comics from  publisher DC comics.  But was i in for a BIG treat, this movie is so superbly acted by all  the actors, especially Natalie Portman performed according to me to an  Oscar nomination next year.  The movie is perfectly put together, so if you haven't read the comics  you will be on the edge of you seat the whole movie. Its really that  good folks.  And lastly, the visual effects is fantastic, and the action scenes is  nothing but spectacular.  Watch this movie :-)."
Starman,https://www.imdb.com//review/rw3299441/,10,"Reportedly John Carpenter shot this movie as a way to show people that he could still understand what the audience wanted after the critical and financial disaster of his previous high-profile assignment, The Thing. Whether he proved his point or not is open to interpretation, although the fact that Starman was essentially his last big budget movie during the 80's and the director eventually kept spiraling farther away from the mainstream is probably evidence that this film didn't go as planned either. What Carpenter did accomplish though in the process, is craft the best serious take on an encounter with an alien civilization, at least until Contact came along.Compared to any other of Carpenter's films, Starman is perhaps the most singular and also the most genre-bending of any of his projects. You might have thought he pushed the envelope with Big Trouble in Little China, but Starman goes even further. The story is part alien encounter, part road movie, part romance and manages to mix its elements competently and switch gears expertly, propelled by two great performance by a young Jeff Bridges (this was his first Oscar nomination) and Karen Allen. Production values are also very high. Special effects, although not ubiquitous, are very imaginative and brilliantly executed whenever they occur. There are several shots in this one that have become iconic, such as the Starman transformation sequence early in the film, accomplished through a rare collaboration of two effects masters of the period, Stan Winston and Rick Baker. The movie is also graced with a spectacular score by Jack Nitzsche, elevating scenes like the finale into levels of otherworldly beauty.When it comes to Carpenter films, I consider this to be his finest, even compared to such gems as The Thing and Halloween. The fact that this isn't even remotely a horror film, so far from the director's comfort zone, makes it all the more remarkable. A classic and some of the most intelligent sci-fi you are ever going to find."
Logan's Run,https://www.imdb.com//review/rw0148190/,8,"Beyond the entrapment of lavish special effects (for which ""Logan's Run"" won an Oscar anyway), few science fiction films actually present a good story, much less one that makes you think and/or presents new ideas.  ""Logan's Run"" is one of those few.Before ""Stars Wars"" enraptured audiences with its stunning special effects and created a precedent for a string of similarly effects-laden knock-offs and genre wanna-be's (mirroring what ""The War of the Worlds"" had done for audiences in the 50's), true science fiction films such as ""Logan's Run"" were giving us stories simply complimented by special effects, not about them.  I say ""true"" because ""Star Wars"" is of the fantasy genre; it is not a science fiction story, though it does share some common elements.""Logan's Run"" presents us with a vivid, somewhat horrifying vision of a possible future.  It doesn't take place ""a long time ago in a galaxy far, far away.""  It happens on earth in a believable time frame.  It doesn't ask us to greatly suspend disbelief by accepting alien races and magic powers. Instead, it presents us with a chilling fast forward of our own technology, attitudes, and policies.  Concerning the latter, the film includes an almost creepy euthanasia undertone to it.Though, in all honesty, I care more about and become more closely associated with the characters in ""Star Wars,"" the disassociation I feel for LR's characters somewhat aids the lack of individuality that the story tries to convey.  The actors, however, give great performances.Beautiful cinematography and settings greatly compliment the film's mood and timeframe, from the sterile domed city to the decimated Washington D.C., which still provides one of (if not) the best visuals of a post-apocalyptic world that I've ever seen.  It's right there with ""The Planet of the Apes'"" Statue of Liberty.Another thing that SW does well is disassociate itself from the decade in which it was created.  You have to overlook this aspect in LR because like so many films of the 70's, it carries its decade's time stamp.Though minor, another thing I, in particular, enjoy about LR are the weapons.  Unlike every other weapon in and out of science fiction history, LR's ""blasters"" do not actually shoot anything.  There is simply an explosion at their designated target.  It may be campy (or corny), but it's definitely different and a fine example of real, working props.Another interesting note: the film varies greatly from the original novel, but most people agree that the film is much better.  I tend to agree with them.For me, in terms of science fiction, ""Logan's Run"" takes its place among such decade-defining films as ""The War of the Worlds"" (50's) and ""The Planet of the Apes"" (60's) and among such thought-provoking science fiction as ""Soylent Green"" and ""Gattaca.""Ask yourself this: what or where is ""sanctuary?""  Isn't that what we're all looking for?  Answer both, and you'll have the film's theme."
Ghostbusters,https://www.imdb.com//review/rw3718231/,8,"Ghostbusters is a charming, funny and entertaining film. I initially thought I wasn't going to like it much, but after viewing it, I enjoyed this film a lot. The film is about a 4 men ""busting"" ghosts. Thats about it for the most part. I can definitely see why people like this film a lot. I highly recommend it if you haven't seen it.Rating: 8/10 (out of 100): 89%"
Attack the Block,https://www.imdb.com//review/rw2482818/,1,"This is without doubt the worst film I have seen this year, I really hoped it would be much better because I'd been looking forward to it for a such a long time. I'm a fan of Joe Cornish and I was raised on films like Gremlins and Critters. This film really has very little in common with either of them, they at the very least were original and entertaining.So, attack the block - terrible dialog, awful acting, rubbish aliens (think men in gorilla suits), an unsatisfying and dull story...... was it supposed to be sf, horror, comedy ? It didn't succeed at any of them.But worst thing of all, this is a film that actually seems to glorify hoody culture, it made me angry that a film that is obviously aimed at teenagers makes it look cool to carry weapons like knives, smoke weed all day, steal and mug people.In the current climate, especially in the UK shouldn't film-makers take a bit more responsibility. In the opening scene we were treated to 5 masked teenagers terrifying and mugging a young woman on her way home from work. I almost switched off, but hoped there might be some sort of moral ending ..... no such luck, the ring leader survives and is worshipped as a hero. There were only 2 educated characters portrayed in the film and they were made to look like pathetic losers all the way though. I don't know if this film set out to show gang culture and stealing as cool and fun alternative to gaining an education and working but this seems to be one of the messages it is sending out."
Terminator 2: Judgment Day,https://www.imdb.com//review/rw0300473/,9,"I am not a big fan of sequels,as most of them disappoint,but T2 certainly does not.In fact,it's a rare case,at least in my opinion, of a sequel actually surpassing the original film in terms of greatness.As in 99.9% of his films,Arnold Schwarzenegger is the good guy once again,but you don't mind once you witness the incredible villain performance of Robert Patrick.This film is nothing short of a beginning to end thrill ride.Let us not forget the talents of Linda Hamilton and Edward Furlong,who gave great supporting efforts.Thumbs up!"
Cloud Atlas,https://www.imdb.com//review/rw2716192/,1,"I'm going to buck the trend here and instead of extolling the virtues of this wonderful spiritual journey through time and space, I'm going to call it an undisciplined, self-indulgent, incoherent piece of claptrap. I really feel like this is a case of the Emperor's New Clothes. I'm standing up and saying the old guy is naked and he's ugly to boot. They said this was a book that couldn't be made into a movie. They were right. And it was pointless to try. What you were likely to get was... this! If you've read the book and liked it, then you might like the film too. But just remember, you are bring understanding and structure to what you see. If you haven't read the book and know little about it, this movie is likely to be a frustrating and incoherent mess to you. That was certainly my experience. So don't get suckered into going to see this godawful film ""cold."" Tom Hanks looked like he had a grand time being part of it. You won't."
Alien: Covenant,https://www.imdb.com//review/rw3705095/,5,"Set 10 years after the events of 'Prometheus,' the story begins with the crew of the colony ship Covenant receiving a possible distress call coming from an uncharted planet that seemed to be paradise for humans to live on. Once there, the crew discover the world is much dangerous than it seems but none more dangerous than encountering David, the android from the doomed Prometheus expedition.From the get go, none of the human characters in 'Covenant' are interesting or memorable enough and except for a few, most of them are just faceless red shirts. Some of them act annoyingly hysterical which results in some face-palming reactions and some act like they're in a B-movie slasher flick, but worst of all, a few do something so incredibly stupid that you end up wondering if Weyland- Yutani intentionally hires morons to be part of their billion dollar expeditions.Katherine Waterston plays Daniels and although she is probably the ""best"" character among these losers, she's not written very well nor does she have any notable moments. Michael Fassbender did a superb job with his dual role of David and Walter. Most were expecting Danny McBride to stink up the place but he turned out to be one of the very few reasonably decent characters. Billy Crudup's Oram joins the ranks of Fifeld and Millburn as the dumbest people in the 'Alien' series.Despite the many flaws of 'Prometheus' and the numerous dumb human actions, the characters there were at least not boring and Elizabeth Shaw (Noomi Rapace) was a good leading character that had many memorable exciting scenes. 'Prometheus' even had some thrilling action spectacle that wowed audience and expanded the Alien mythology.Those that are expecting to learn more about the Engineers will be sorely disappointed as they are just briefly touched upon. The whole movie just feels like one big glorified set-up to show the transition from black goo to neomorph to finally xenomorph. Ridley Scott stated he plans to make three more 'Alien' prequels after Covenant. The problem now is we will get three more movies in the future to convolutedly and exhaustively tie everything up leading up to the first 'Alien' movie where the Engineer spacecraft somehow lands at the LV-426 moon.The horror element in 'Covenant' is quite satisfactory, showcasing some spine-chilling terror and graphic kills. The action though is hugely disappointing with the last two big action sequences being uninspiring and unexceptional. The pacing during the last few minutes after the fake-out ending seemed rushed and dissonant. The xenomorph felt shoehorned. The pink-skinned neomorph was a worthy adversarial monster on its own and much creepier than the xenomorph.If this is what Ridley Scott has in store for future Alien prequels, he should just stop and do something else. Or better yet, allow Neill Blomkamp to proceed with his planned 'Alien' do-over sequel where Hicks and Newt are still alive. Interest for the 'Alien' franchise will probably die down steadily with each prequel Ridley releases. This is starting to feel more and more like when George Lucas' botched up the 'Star Wars' prequels.In space, no one can hear you scream. With each passing Alien prequels, no one cares anymore.RATING: 5.5/10 or 6/10"
Snowpiercer,https://www.imdb.com//review/rw3018578/,3,"This movie is an abomination of plot holes, pure stupidity and genius.Unfortunately the genius is only viewable in the beautiful artwork done for this movie, because indoor shots as well as outdoor shots are breathtaking.Spoilers ahead.However, every character in the movie seems to have a death wish, if they are not too busy poking holes in the plot wider than a train tunnel.This movie is best watched either high on Krenole ( the industrial waste people seem to be enjoying blowing away their brains with in Snowpiecer, pun intended... ) or with a good portion of surreality, because nothing in this movie is anywhere close to being made intelligently.To people who say this is a movie criticizing our society: The only thing that this movie portrays is an astounding stupidity on everybody's part. Nothing deep or thoughtful happens in this movie. NOTHING.You can read any review here on this movie scored 3 or lower and get tons of good ideas on how to NOT DO A MOVIE, but for my own amusement I will list my own top ten ( or twenty or more. You could basically do this all day long ).1) No guard posts are set up, even though there is open rioting going on. Oh, wait. I forgot about the new holiday policy on the train.2)The stupidity of having to control your population by having riots killing off people regularly is... well, at least you save on condoms, right? 3) After FIVE MINUTES of massacre in the tunnel literally everybody is still alive and can call out for torch lights being carried Olympian style through the entire length of the train, to arrive there five more minutes later, to still find everybody intact and in fighting shape. Oh and that torch obviously had babies on its way to the fray. Cute. 4) A full store cabin of foodstuff, yet not a single cart carrying actual livestock. I am guessing the train is actually piggybacked on a cattle trail. Made immune to cold. Yepp, sounds about right. Makes more sense than the engine being a perpetual motion thing anyway. 5) Luring your enemies into your child's classroom, only for the PREGNANT teacher drawing out an Uzi to assassinate them is PURE GENIUS! I always knew teachers had a dark streak, much like clowns, and finally giving them the chance to act on their frustrations... WELL DONE!6) Gilliam works from inside the tail section to instigate riots to help the population control. So we are to believe that a guy gave his arm to cannibalize on willingly to safe a baby in order to stick to a lifetime of poverty and dirt in the tail section to regularly send people to their death? Lolwut? Oh, wait, I forgot. Evereybody on this train is a mental patient, so all is well and everybody is acting normally, within their respective limits.7) I don't think I can do more than five. My eye is starting to twitch nervously just thinking of writing more about this train wreck of a movie.Overall the entire movie gives a lasting impression of a feverish dream while being on a bad trip.And in the end, when everybody except two have killed them self off, you see them meeting a polar bear in the Himalayas and you know everything is going to be well: The polar bear will eat those two, too, and finally the entire train of stupid has come to a halt. Thank you, Mister Polar Bear. Well done!"
Star Wars: Episode VI - Return of the Jedi,https://www.imdb.com//review/rw1153732/,10,"Despite the feelings of most ""Star Wars"" fans, in my opinion ""Return Of The Jedi"" is the greatest cinematic film ever created. Ever since the first time I saw it, it's depth, intensity, special effects, and moving story have overwhelmed me. The film was so well put together that it has been able to stand the test of time over the last 20 years. Filled with powerful action, as the climax of the original trilogy, George Lucas gives us a rousing finish of the ""Star Wars"" saga in ""Jedi"".Film Summary (Contains Spoilers For Those Who Have Not Seen It)After ""The Empire Strikes Back"" left us hanging for 3 long years we finally find the end of the story in ""Return Of The Jedi"". Darth Vader, in emotional turmoil makes a surprise visit to a new uncompleted Death Star to oversee it's construction. The Emperor is first seen in this film as he has the ultimate plan to destroy the Rebel Alliance and bring young Luke Skywalker to the Dark Side. Luke, Lando, Leia, Chewie, and the droids all travel to Tatooine to rescue the frozen Han Solo from the crime Lord; Jabba The Hutt. After Han has been rescued, and Jabba defeated, Luke returns to Dagobah to find a dying Yoda where he learns the awful truth; Darth Vader is in fact his father. The rebel heroes regroup with the Rebel Fleet. Now joined by other species and races including the Mon Calamari the Rebels must make a all-or-nothing plan of attack to destroy the Death Star before it is completed. While Lando heads the space attack in the Millennium Falcon, the Rebel heroes must disable the Death Star's shield generator on the Forest Moon Of Endor. It is here that the Rebels happen upon the furry, but mighty Ewoks. During the the two part intense battle, a third battle must take place as Luke willingly delivers himself to Vader in an attempt to convince him to leave the Dark Side. In emotionally charged sequences Luke must face his father as the Emperor lures out his dark emotions. As young Skywalker is about to face his death at the hands of Palpatine, Vader turns on his wicked master to save his son's life. Filled with a deep timeless story of good vs. evil, ""Return Of The Jedi"" is a spectacular, emotionally charged film that redeems the good in all of us."
Edge of Tomorrow,https://www.imdb.com//review/rw4758775/,9,"Going into watching this movie, I'll be honest, I didn't expect much. I figured it was probably just some usual sci-fi movie with crappy effects and a lack of an actually interesting and full plot. The only thing that gave me hope was that Tom Cruise and Emily Blunt were the stars of the movie. Soon enough, I realized I had seriously doubted this movie way more than I should have.First off, I love Emily Blunt and Tom Cruise, and their acting in this was phenomenal. It was fun to see Cruise in a role where he was helpless and lost; out of place (in the beginning), while Blunt was the badass female who trained him and built him up. Speaking of Blunt, her character Rita was a truly incredible character in my opinion, and Blunt did an excellent job of portraying her.Now onto the plot: this is where I was initially worried when I began the movie. However, I found myself really enjoying the movie very soon in, after catching onto some things. It made me think, which I liked, but also wasn't so unclear that I couldn't figure anything out. I thought that the time loop idea was very interesting and unique for a sci-fi movie, and even though things kept repeating, I was never bored or felt like there wasn't enough happening. I loved the action in this movie, and also the more tender moments between Rita and Cage. Movies that can make you cry and make you sit on the edge of your seat in suspense always intrigue me, and that's what this movie did for me. I just didn't want it to end.Side notes: I've watched some behind the scenes footage of this movie, and either all or a majority of the action sequences that we see in the movie were filmed, not inserted using CGI, which is very impressive. But to me, not more impressive than the fact that Blunt and Cruise each did their own stunts. These actors are so amazing in my opinion.
The only reason that this movie is getting 9 and not 10 stars from me is that I felt towards the beginning of the movie, the whole time loop thing was being dragged out a bit too much, I wanted things to move a bit quicker.*These are simply my opinions. I respect anyone and everyone's opinions, even if I don't agree with them, and I ask that you do the same with my review and others. Thank you.*"
Equilibrium,https://www.imdb.com//review/rw0710363/,10,"I went in to see ""Equilibrium"" with no knowledge of the movie other than a two line synopsis from a local newspaper and the movie poster in the theater lobby.  As usual, I was practicing my theory of ""lowered expectations.""  I expect a movie to be horribly awful ahead of time, so I can not be disappointed.  I was not disappointed. At the end of the film I could not sit still in my seat.  I felt the urge to go out into the world and proclaim the utter awesomeness of ""Equilibrium.""  Such words as ""Sweet,"" ""Crazy,"" and ""Righteous"" sprang forth from my lips in rapid succession when I talked about the movie with my friends. Not since the ""Fellowship of the Ring"" have I desired to sing a movie's praises.  And I mean literally SING.  ""Equilibrium"" could, and should, be the sleeper hit of the year.  The film's action sequences stir up the blood and pump the adrenaline as if you were riding a roller-coaster.  The art style, while minimalistic, and thus maybe confused for low-budget by some, is actually quite successful in portraying a totalitarian and emotionless society.  The acting is excellent as well, and quite possibly the best I have seen in an action film in long time. While the nay-sayers will say that the film is too unoriginal, borrowing elements of its story and premise from ""Fahrenheit 451"" and ""Brave New World,"" these complaints can be disregarded as the movie adds enough of its own style and story to make the comparisons plausible in basic premise only. In the end, like any movie, ""Equilibrium"" is meant as entertainment. And entertain it does. It does it so very well.  It mixes action and with substantial plot and original style to make an excellent whole.  Go see it. Go see it twice.  Go see ""Equilibrium,"" Cleric."
Contagion,https://www.imdb.com//review/rw5570540/,7,"Had I watched this movie few months back , it wouldn't have been a big deal but now it's totally relatable. Literally its like , the current situation was all scripted years back !"
The Hidden,https://www.imdb.com//review/rw3681055/,10,"The Hidden is the kind of flick that makes you sit back, sink a little deeper into the couch, take a long swig of lager and nostalgically murmur ""they don't make 'em like they used to."" Maybe I was just born in the wrong era, but the 80's and 90's just seemed to hurl forth so many winners, unbridled genre bliss that only got better with age, worth the revisit every time. The effects were practical, the stories were told with love, care and inspiration and the action was real, hard hitting and built to last. This one opens with what can literally only be described as a cinematic version of Rockstar's Grand Theft Auto; we see a well dressed, determined man (Twin Peak's Chris Mulkey in batshhit mode) rob a bank, obliterate several police officers with a big honkin' shotgun, steal a Ferrari, drive said Ferrari through a busy park, smoke a dude in a wheelchair at over a hundred clicks, lead the entire police force on an apocalyptic highway chase and cheerfully get ventilated in a hailstorm of bullets upon careening through their barricade. Case closed, right? Not for a mysterious FBI Agent (Kyle MacLachlan) who arrives out of nowhere and commandeers the case from the leading detectives (Ed O Ross and a wicked sharp Michael Nouri). MacLachlan knows something the force doesn't, let alone would ever believe: there's an alien running around inhabiting human bodies a là Body Snatchers, and going on hedonistic tirades of the worst possible behaviour, hence the shotgun tantrum in the opener. How does he know this, you ask? Because he himself is an alien in a Kyle suit, intrepidly pursuing the other one from a distant galaxy to halt it's destructive shenanigans forever. It's a premise that could have opened the door to all sorts of ooey gooey creature effects, but the film minimizes on those, choosing a few key moments to show the slime, and focuses mainly on glass shattering, guns blazing action, a neat recipe of three parts action with a tablespoon of yuck, if you will. MacLachlan, still very young at the time, anchors his performance with emotional heft, amusing aloofness and the necessary grit that can be found in his iconic portrayal of Agent Dale Cooper on Twin Peaks, and I was reminded more than a few times of that character while watching him in this. As the extraterrestrial nutjob moves from host to host, blowing everything up and leaving a trail of massacred people in it's wake, the two of them race at every turn to catch up, and it's Nouri who finds the seething anger one must get watching an outsider roll up and stamp all over someone else's territory. The alien isn't interested in world domination, resources or assimilation, it just wants to f*ck sh*t up and have a good time, man. Blasting rock n' roll music, gorging itself on steak dinners, stealing every Ferrari it can get it's hands on and raiding the police evidence room for all kinds of heavy artillery, this thing doesn't slow down for a second. This is the only film I know that paints off-earth visitors quite like this, just a gleeful, anarchic adrenaline junkie as*%ole, and I admire the brutal honesty, because I know of quite a few morons who would probably engage in the exact same behaviour, should they ever find themselves incognito and without consequences on an unassuming, far away planet. This one is pure screaming fun the whole way through, and should be every bit as iconic as other sci fi tales that are remembered more prolifically. Watch for the tiniest Danny Trejo cameo, playing (guess what) a prison inmate."
The Manchurian Candidate,https://www.imdb.com//review/rw1712301/,1,"This movie is a ghastly abomination, the movie-world equivalent of desecrating a corpse. You don't need to see the Frankenheimer original (which was pretty good, if not the classic it's sometimes made out to be) to see that this movie is garbage. Most obscenely, The Manchurian Candidate is routinely praised as ""smart,"" when in fact it is a 129-minute nonstop insult to the viewer's intellect, as well as to whatever artistic sensibilities he or she has.The story follows Denzel Washington's Bennett Marco, who is kidnapped along with his entire squad of U.S. infantrymen during the first Gulf War, a remarkable trick somehow pulled off single-handedly by his unarmed guide, who is evil because he works for a private contractor called Manchurian Global. Manchurian Global then uses Advanced Technology to brainwash them all, including the squad leader Sgt. Raymond Shaw, into machines who will kill their own comrades  or consent to be killed by them  without hesitation. Seventeen years later, Shaw's mother maneuvers him into running for Vice-President of the United States, his sole qualification being his fictitious war heroism, which is based on false memories implanted in him and his squad during the brainwashing. Manchurian Global leaves Marco alive, apparently because they want their evil plot foiled, which Marco proceeds to do.The idiocies that ensue are mind-boggling. I almost tore out my hair screaming WHY? 1. WHY does Senator Jordan advertise his knowledge of the coup plot to the plotters, while doing nothing to protect himself?2. WHY does Raymond Shaw drown the Senator with his bare hands in broad daylight (had Jordan been so much as carrying a pocket pistol, he could have defended himself)? 3. WHY does Jocelyne wade up to her father's murderer so he can drown her too, instead of calling 911 for help? 4. WHY does Manchurian bother implanting chips in Marco's and Shaw's shoulders, when it can control them equally well without the chips? 5. WHY doesn't Marco pull out the drainpipe trap to recover the chip he's dropped? 6. WHY isn't Marco arrested and imprisoned when he slugs his interrogator? 7. WHY doesn't Shaw press charges against Marco when Marco bites him? 8. WHY am I watching this movie? The ninth ""why"" is, ""why does anyone consider this movie intelligent?"" Doubtless, because it is transparently aimed at the crew of nitwits and fanatics that have run most of the U.S. government since 2001. For supporters of the American right wing, movies like this are a minor irritant at most. But for its opponents (and I am certainly one), this film is an infuriating example of the intellectual feebleness of the art world's resistance against the sectarian, paranoid, and authoritarian currents sweeping America.Rating: A million trillion zeros! Recommendation: What do you mean, the original is better? Hara-kiri would be better!"
